00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-04	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
00005007A9F30E289E760362F69E4EAD,2013-08-07	1
